state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
SD,"South Dakota",2020-12-01,N,P,N,2875,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2875,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",953,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,953,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",86666,,122896,,105950,,16946,
SD,"South Dakota",2020-12-01,N,U,Y,2875,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2875,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",953,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,953,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",86666,,122896,,105950,,16946,
SD,"South Dakota",2021-01-01,N,P,N,2070,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2070,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",812,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,812,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",87360,,123964,,106859,,17105,
SD,"South Dakota",2021-01-01,N,U,Y,2070,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2070,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",812,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,812,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",87360,,123964,,106859,,17105,
SD,"South Dakota",2021-02-01,N,U,Y,2014,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2014,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",824,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,824,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",87760,,124741,,107658,,17083,
SD,"South Dakota",2021-02-01,N,P,N,2014,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2014,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",824,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,824,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",87760,,124741,,107658,,17083,
SD,"South Dakota",2021-03-01,N,P,N,2087,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2087,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",822,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,822,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",88435,,125945,,108813,,17132,
SD,"South Dakota",2021-03-01,N,U,Y,2087,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2087,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",822,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,822,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",88435,,125945,,108813,,17132,
SD,"South Dakota",2021-04-01,N,P,N,2065,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2065,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",715,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,715,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",89000,,126943,,109694,,17249,
SD,"South Dakota",2021-04-01,N,U,Y,2065,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2065,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",715,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,715,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",89000,,126943,,109694,,17249,
SD,"South Dakota",2021-05-01,N,P,Y,1853,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,1853,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",696,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,696,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",89479,,127829,,110437,,17392,
TN,Tennessee,2013-09-01,N,U,Y,,,,,,,,,,,,,,,1244516,,,,,
TN,Tennessee,2017-06-01,N,P,N,545,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,545,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",454,,454,"Does Not Include All Medicaid Determinations Made At Application",,,1485418,,1404996,,80422,
TN,Tennessee,2017-06-01,N,U,Y,545,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,545,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",454,,454,"Does Not Include All Medicaid Determinations Made At Application",,,1498146,,1418288,,79858,
TN,Tennessee,2017-07-01,N,P,N,528,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,528,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",447,,447,"Does Not Include All Medicaid Determinations Made At Application",,,1474763,,1394926,,79837,
TN,Tennessee,2017-07-01,N,U,Y,528,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,528,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",447,,447,"Does Not Include All Medicaid Determinations Made At Application",,,1484821,,1405280,,79541,
TN,Tennessee,2017-08-01,N,U,Y,630,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,630,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",522,,522,"Does Not Include All Medicaid Determinations Made At Application",,,1505215,,1425855,,79360,
TN,Tennessee,2017-08-01,N,P,N,630,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,630,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",522,,522,"Does Not Include All Medicaid Determinations Made At Application",,,1496472,,1416930,,79542,
TN,Tennessee,2017-09-01,N,P,N,527,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,527,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",445,,445,"Does Not Include All Medicaid Determinations Made At Application",,,1507280,,1427811,,79469,
TN,Tennessee,2017-09-01,N,U,Y,527,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,527,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",445,,445,"Does Not Include All Medicaid Determinations Made At Application",,,1517342,,1438652,,78690,
TN,Tennessee,2017-10-01,N,U,Y,566,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,566,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",461,,461,"Does Not Include All Medicaid Determinations Made At Application",,,1526890,,1447931,,78959,
TN,Tennessee,2017-10-01,N,P,N,566,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,566,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",461,,461,"Does Not Include All Medicaid Determinations Made At Application",,,1521764,,1443053,,78711,
TN,Tennessee,2017-11-01,N,P,N,504,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,504,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",439,,439,"Does Not Include All Medicaid Determinations Made At Application",,,1536626,,1456682,,79944,
TN,Tennessee,2017-11-01,N,U,Y,504,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,504,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",439,,439,"Does Not Include All Medicaid Determinations Made At Application",,,1543255,,1462715,,80540,
TN,Tennessee,2017-12-01,N,P,N,504,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,504,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",422,,422,"Does Not Include All Medicaid Determinations Made At Application",,,1539743,,1458814,,80929,
TN,Tennessee,2017-12-01,N,U,Y,504,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,504,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",422,,422,"Does Not Include All Medicaid Determinations Made At Application",,,1548572,,1467252,,81320,
TN,Tennessee,2018-01-01,N,P,N,633,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,633,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",478,,478,"Does Not Include All Medicaid Determinations Made At Application",,,1552073,,1472055,,80018,
TN,Tennessee,2018-01-01,N,U,Y,633,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,633,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",478,,478,"Does Not Include All Medicaid Determinations Made At Application",,,1560038,,1479514,,80524,
TN,Tennessee,2018-02-01,N,P,N,537,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,537,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",489,,489,"Does Not Include All Medicaid Determinations Made At Application",,,1527295,,1448531,,78764,
TN,Tennessee,2018-02-01,N,U,Y,537,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",,,537,"Does Not Include All Medicaid Applications",,"Does Not Include All Medicaid Determinations Made At Application",489,,489,"Does Not Include All Medicaid Determinations Made At Application",,,1534978,,1455833,,79145,
